! bk values for the simpol SAR (for vapor pressure)
! Ref. for the SAR: Pankow, J. F. and Asher, W. E.: SIMPOL.1: a simple 
! group contribution method for predicting vapor pressures and 
! enthalpies of vaporization of multifunctional organic compounds, 
! Atmos. Chem. Phys., 2773-2796, 2008. 
! https://doi.org/10.5194/acp-8-2773-2008
! https://www.atmos-chem-phys.net/8/2773/2008/
-0426.9380   0.289223   0.00442057   0.29284600
-0411.2480   0.896919  -0.00248607   0.14031200
-0146.4420   1.545280   0.00171021  -0.27829100
 0035.0262  -0.920839   0.00224399  -0.09363000
-0087.2770   1.780590  -0.00307187  -0.10434100
 0005.7334   0.016976  -0.00062896   0.00755434
-0261.2680  -0.763282  -0.00168213   0.28903800
-0725.3730   0.826326   0.00250957  -0.23230400
-0729.5010   0.986017  -0.00296640   0.17807700
-0013.7456   0.523486   0.00055029  -0.27695000
-0798.7960  -1.094360   0.00524132  -0.22804000
-0393.3450  -0.951778  -0.00219071   0.30584300
-0144.3340  -1.856170   0.00002374   0.28829000
 0040.5265  -2.437800   0.00360133   0.09864220
-0070.7406  -1.066740   0.00373104  -0.14400300
-0783.6480  -1.034390  -0.00107148   0.31553500
-0563.8720  -0.718416   0.00263016  -0.04994700
-0453.9610  -0.326105  -0.00013978  -0.03939160
 0037.1375  -2.667530   0.00101483   0.21423300
-0503.7100   1.040920  -0.00412746   0.18279000
-0035.9763  -0.408458   0.00167264  -0.09989190
-0609.4320   1.504360  -0.00090902  -0.13549500
-0102.3670  -0.716253  -0.00029067  -0.58855600
-1938.0200   0.648262   0.00173245   0.03479400
-0005.2692   0.306435   0.00325397  -0.68150600
-0284.0420  -0.625424  -0.00082247  -0.08805490
 0150.0930   0.023987  -0.00337969   0.01527890
-0020.3387  -5.487180   0.00839075   0.10788400
-0838.0640  -1.096000  -0.00042438   0.28181200
-0052.7934  -0.463689  -0.00511647   0.38496500
-1615.2000   0.901669   0.00144536   0.26688900
END
