! List of the henry's law constant
! ----------------------------------
!
! This file is read up to the keyword END.
! Comment line (! as first character) can be placed  
! everywhere in the file.
!
! Format of the file is free, but first column (chemical formula) 
! must be separate from the henry data by ";". Data after
! the "!" are not read.
! Temporary set of constants, taken from Sander, 1996
!
! Effective Henry'law constants are in M/atm
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!C1
!name ; H(logM/atm DeltaH(J/mol) ; source or comments
!CH2O                                      ; 3004.      ;  30000 ;  -100 ; DUMHENRY1  ! Moller & Mauersberger,1992
!CHO(OH)                                   ; 8900.      ;    0 ; -100 ; BJ96HMV000
!CH4                                       ; 1.4E-03    ;    0 ; -100 ; DL95HRV000
!CHO(ONO2)                                 ; 1.8E+04    ;    0 ; -100 ; DUMHENRY1   ! estimated with GROMHE 
!CHO(OOH)                                  ; 8.95E+06   ;    0 ; -100 ; DUMHENRY1   ! estimated with GROMHE
!CHO(OONO2)                                ; 5.08E+06   ;    0 ; -100 ; DUMHENRY1   ! estimated with GROMHE
!CO                                        ; 9.90E-04   ;    0 ; -100 ; DL95HRV000
!CO2                                       ; 3.58E-02   ;    0 ; -100 ; DL95HRV000
!                                                       
!    Structure                               Kh (M/atm)                    
!
! Hydrocarbons --------------------     
!
CH3CH3                                    ;   1.9E-03 ;  2300  ; -100 ; DL95HRV000 ;   ;
CH3CH2CH3                                 ;   1.5E-03 ;  2700  ; -100 ; DL95HRV000 ;   ;
CH3CH2CH2CH3                              ;   1.1E-03 ;  3100  ; -100 ; DM81HRV000 ;   ;
CH3C(CH3)(CH3)CH3                         ;   2.7E-04 ;  3400  ; -100 ; DM81HRV000 ;   ;
CH3CH(CH3)CH3                             ;   8.4E-04 ;  2700  ; -100 ; DM81HRV000 ;   ;
CH3CH(CH3)CH2CH3                          ;   7.3E-04 ;      0 ; -100 ; DM81HRV000 ;   ;
CH3CH2CH2CH2CH3                           ;   8.1E-04 ;      0 ; -100 ; DM81HRV000 ;   ;
CH3CH(CH3)CH2CH2CH3                       ;   6.0E-04 ;      0 ; -100 ; DM81HRV000 ;   ;
CH3CH2CH(CH3)CH2CH3                       ;   5.9E-04 ;      0 ; -100 ; DM81HRV000 ;   ;
CH3C(CH3)(CH3)CH2CH3                      ;   5.9E-04 ;      0 ; -100 ; DM81HRV000 ;   ;
CH3CH(CH3)CH(CH3)CH3                      ;   7.8E-04 ;      0 ; -100 ; DM81HRV000 ;   ;
CH3C(CH3)(CH3)CH2CH2CH3                   ;   3.2E-04 ;      0 ; -100 ; DM81HRV000 ;   ;
CH3CH(CH3)CH(CH3)CH2CH3                   ;   5.8E-04 ;      0 ; -100 ; DM81HRV000 ;   ;
CH3CH(CH3)CH2CH(CH3)CH3                   ;   3.4E-04 ;      0 ; -100 ; DM81HRV000 ;   ;
CH3CH2CH2CH2CH2CH2CH2CH3                  ;   3.4E-04 ;      0 ; -100 ; DM81HRV000 ;   ;
CH3CH2CH(CH3)CH2CH2CH2CH3                 ;   2.7E-04 ;      0 ; -100 ; DM81HRV000 ;   ;
CH3C(CH3)(CH3)CH2CH(CH3)CH3               ;   3.1E-04 ;      0 ; -100 ; DM81HRV000 ;   ;
CH3CH(CH3)CH(CH3)CH(CH3)CH3               ;   5.3E-04 ;      0 ; -100 ; DM81HRV000 ;   ;
CH3CH2CH2CH2CH2CH2CH2CH2CH3               ;   2.0E-04 ;      0 ; -100 ; DM81HRV000 ;   ;
CH3CH2CH2CH(CH3)CH2CH2CH2CH3              ;   1.0E-04 ;      0 ; -100 ; DM81HRV000 ;   ;
CH3CH2CH2CH2CH2CH2CH2CH2CH2CH3            ;   1.4E-04 ;      0 ; -100 ; DM81HRV000 ;   ;
CH3CH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH3      ;   1.4E-04 ;      0 ; -100 ; DM81HRV000 ;   ;
CH3CH2CH2CH2CH2CH2CH3                     ;   1.2E-03 ;  3700  ; -100 ; KH95HRV000 ;   ;
CH3CH2CH2CH2CH2CH3                        ;   6.0E-04 ;      0 ; -100 ; DM81HRV000 ;   ;
CH3CH(CH3)CH2CH2CH2CH3                    ;   1.9E-03 ; -3600  ; -100 ; KH95HMV000 ;   ;
C1H2CH2C1H2                               ;   1.1E-02 ;  1700  ; -100 ; EW77HRV000 ;   ;
C1H2CH2CH2CH2C1H2                         ;   6.6E-03 ;  3400  ; -100 ; KH95HMV000 ;   ;                     
C1H(CH3)CH2CH2CH2C1H2                     ;   2.8E-03 ;      0 ; -100 ; DM81HRV000 ;   ;
C1H(CH3)CH2CH2CH2CH2C1H2                  ;   9.7E-03 ;  9400  ; -100 ; KH95HMV000 ;   ;
C1H(CH3)CH(CH3)CH2CH2CH2C1H2              ;   2.8E-03 ;      0 ; -100 ; DM81HRV000 ;   ;
C1H(CH3)CH2CH2CH(CH3)CH2C1H2              ;   1.1E-03 ;      0 ; -100 ; DM81HRV000 ;   ;
C1(CH3)(CH3)CH2CH(CH3)CH2C1H2             ;   6.4E-04 ;      0 ; -100 ; DM81HRV000 ;   ;
C1H(CH2CH2CH3)CH2CH2CH2C1H2               ;   1.1E-03 ;      0 ; -100 ; DM81HRV000 ;   ;
C1H(CH2CH2CH2CH2CH3)CH2CH2CH2C1H2         ;   5.5E-04 ;      0 ; -100 ; DM81HRV000 ;   ;
C1H2CH2CH2CH2CH2CH2C1H2                   ;  1.08E-02 ;      0 ; -100 ; EP00HEV000 ;   ;
C1H(CH2CH3)CH2CH2CH2CH2C1H2               ;  3.33E-03 ;      0 ; -100 ; EP00HEV000 ;   ;
!
CdH2=CdH2                                 ;   4.7E-03 ;  1800  ; -100 ; EW77HRV000 ;   ;
CH3CdH=CdH2                               ;   4.8E-03 ;  3400  ; -100 ; DM81HRV000 ;   ;
CH3CH2CdH=CdH2                            ;   1.4E-03 ;      0 ; -100 ; DM81HRV000 ;   ;
CH3Cd(CH3)=CdH2                           ;   1.6E-03 ;  3000  ; -100 ; DM81HRV000 ;   ;
CH3CH2CH2CdH=CdH2                         ;   2.5E-03 ;      0 ; -100 ; DM81HRV000 ;   ;
CH3CH(CH3)CdH=CdH2                        ;   1.9E-03 ;      0 ; -100 ; DM81HRV000 ;   ;
CH3CH2CH2CH2CdH=CdH2                      ;   2.4E-03 ;      0 ; -100 ; DM81HRV000 ;   ;
CH3CH2CH2Cd(CH3)=CdH2                     ;   3.6E-03 ;      0 ; -100 ; DM81HRV000 ;   ;
CH3CH(CH3)CH2CdH=CdH2                     ;   1.6E-03 ;      0 ; -100 ; DM81HRV000 ;   ;
CH3CH2CH2CH2CdH=CdHCH3                    ;   2.4E-03 ;      0 ; -100 ; DM81HRV000 ;   ;
CH3CH2CH2CH2CH2CH2CdH=CdH2                ;   1.1E-03 ;      0 ; -100 ; DM81HRV000 ;   ;
CdH2=CdHCdH=CdH2                          ;   1.4E-02 ;  4500  ; -100 ; EW77HRV000 ;   ;
CdH2=CdHCd(CH3)=CdH2                      ;   2.8E-02 ;      0 ; -100 ; RS99HMV000 ;   ;
CdH2=CdHCH2CdH=CdH2                       ;   8.4E-03 ;      0 ; -100 ; DM81HRV000 ;   ;
C1H2CdH=CdHCH2CH2C1H2                     ;   2.6E-02 ;      0 ; -100 ; FN94HMV000 ;   ;
C1H2CdH=CdHCH2CdH=Cd1H                     ;  1.0E-01 ;      0 ; -100 ; EP00HEV000 ;   ;
C1H2CH2CdH=CdHC1H2                         ;  1.6E-02 ;      0 ; -100 ; EP00HEV000 ;   ;
CdH2=CdHCd(=CdH2)CH2CH2CdH=Cd(CH3)CH3      ;  1.6E-02 ;      0 ; -100 ; EP00HEV000 ;   ;
C1H(CdH=CdH2)CH2CH2CdH=CdHC1H2             ;  2.2E-02 ;      0 ; -100 ; EP00HEV000 ;   ;
c1HcHcHcHcHc1H                            ;   2.1E-01 ;  3600  ; -100 ; JD95HMV000 ;   ;
c1(CH2CH3)cHcHcHcHc1H                     ;   1.5E-01 ;  4600  ; -100 ; GR93HMV000 ;   ;
